,given_name,surname,sex,postcode,phone_number,national_insurance_number,bank_account_number,blood_group,age_grouped,area,weight,SNP3,SNP5,SNP2,n_countries_visited,avg_n_cigret_per_week,height,IP_Address,Diet,SNP4,current_country,SNP1,avg_n_drinks_per_week,Ethnicity,birthdate,education_level,Chip_ID
759,Amber,Reid,1,SW7 2TR,+44(0)7700 900 069,ZZ504616T,75332978,A+,"(50, 55]",Kensington and Chelsea,75.2,0.337299361,0.807703011,0.704317756,23,432.6,1.61,217069,poor,0.994793681,United Kingdom,0.853025887,2.3,Other Ethnic Group,21/02/2003,phD,2
760,Bethan,King,0,SW11 USG,(07700) 900131,ZZ 026395 T,35797032,A-,"(50, 55]",Southwark,40.9,0.711663343,0.725740617,0.500804695,12,418.4,1.74,143826,poor,0.233714608,United Kingdom,0.973434763,4.7,Other Mixed Background,07/08/1968,secondary,3
761,Georgia,Stevenson,1,WC1 ALG,(07700) 900 289,ZZ 638795 T,70944811,O+,"(40, 45]",Camden,78,0.445949955,0.908781738,0.332564029,2,252.6,1.5,868610,moderate,0.676730004,United Kingdom,0.838178718,6.1,Other Black Background,15/06/2002,masters,1
762,Hugh,Bell,0,S1 W6E,+44(0)7700900839,ZZ 14 17 90 T,27479821,B-,"(45, 50]",Sheffield,70,0.374061127,0.299948905,0.451146413,41,267.4,1.46,627948,good,0.956609417,United Kingdom,0.575881733,7.5,Other Asian Background,13/07/1971,bachelor,1
763,Katie,Walsh,1,L1 X43,07700 900 846,ZZ 487608 T,111959325,O+,"(50, 55]",Liverpool,69,0.436026027,0.540919915,0.569022891,45,20.6,1.48,323978,good,0.145677299,United Kingdom,0.454028146,6.6,White and Asian,17/03/1998,primary,2
764,Trevor,Taylor,0,SW7 WBP,(07700) 900655,ZZ 253673 T,58561973,A+,"(45, 50]",Kensington and Chelsea,49,0.134461102,0.760503135,0.889436559,37,397.5,1.85,103692,moderate,0.456758928,United Kingdom,0.257463476,0.7,British,10/04/1989,masters,2
765,Margaret,Wilson,0,LS1 72Z,07700 900 314,ZZ183744T,76702853,A-,"(50, 55]",Leeds,46.7,0.672317611,0.380994392,0.319672697,21,495.5,1.88,724618,poor,0.033773982,United Kingdom,0.353901045,7.3,Chinese,31/05/1990,masters,4
766,Kelly,Iqbal,1,N9 3EA,+44(0)7700 900379,ZZ403463T,121502759,O+,"(40, 45]",Haringey,80.9,0.928024519,0.747856868,0.238420792,37,2,1.96,613076,moderate,0.784267311,United Kingdom,0.312388437,7.1,White and Asian,23/12/1962,bachelor,4
767,Lynn,West,0,M3 6ZC,(07700)900196,ZZ363522T,82998693,O+,"(45, 50]",Manchester,66.5,0.904092081,0.809532853,0.107406791,23,341.2,1.57,721570,good,0.211416229,United Kingdom,0.000912304,9.1,Indian,14/07/2003,other,5
768,Marian,Sutton,1,N8 8Q3,+447700 900 926,ZZ 138979 T,28304487,A+,"(45, 50]",Haringey,50.5,0.120398204,0.866285664,0.731922941,49,89,1.85,628258,good,0.677999668,United Kingdom,0.995694598,5.8,African,06/03/1985,secondary,1
769,Ann,King,1,BT48 IQX,+44(0)7700900335,ZZ 556029 T,75100074,O+,"(40, 45]",Derry/Londonderry,78.2,0.550106186,0.743999053,0.452078678,44,338.4,1.7,484178,moderate,0.007383728,United Kingdom,0.140143339,0.3,White and Asian,25/05/2001,secondary,1
770,Eileen,Miller,1,FK9 OFH,7700900573,ZZ376995T,76732700,O+,"(45, 50]",Stirling,39,0.498572469,0.907684483,0.433350039,42,27.8,1.71,215460,moderate,0.184217112,United Kingdom,0.526675637,7.5,Other Black Background,17/08/1993,secondary,3
771,Oliver,Watson,0,M2 PJ4,+447700 900568,ZZ 289053 T,56588233,O+,"(40, 45]",Manchester,42.3,0.835510489,0.870194577,0.587769303,21,201,1.91,581675,moderate,0.956051163,United Kingdom,0.214143924,2.2,Other Black Background,21/05/1986,secondary,4
772,Kyle,Glover,1,CB2 HB0,+44(0)7700900363,ZZ 75 24 80 T,25450198,A+,"(50, 55]",Cambridge,79.9,0.253456984,0.043013328,0.729935009,36,109.1,1.49,417182,moderate,0.453426811,United Kingdom,0.391818294,0.6,White and Black Caribbean,17/11/1985,primary,3
773,Jayne,Tucker,1,NE3 R4F,4.48E+11,ZZ173275T,16797310,A-,"(55, 60]",Newcastle upon Tyne,66.6,0.200989947,0.510299118,0.583181092,30,112.3,1.56,214720,poor,0.308512699,United Kingdom,0.166522835,5.9,Caribbean,27/09/1964,secondary,2
774,Dylan,Harper,1,TW9 AE0,(07700) 900309,ZZ 963500 T,29861657,O-,"(55, 60]",Brent,70.9,0.993167787,0.398675336,0.556488687,9,235.4,1.64,351050,moderate,0.345443847,United Kingdom,0.791834994,2.3,Other Asian Background,09/11/1990,masters,1
775,Zoe,Smith,1,E14 G2D,7700900733,ZZ 043218 T,125791993,A+,"(55, 60]",Tower Hamlets,66.2,0.719975937,0.210470777,0.389117503,15,93.3,1.78,720127,poor,0.565299811,United Kingdom,0.410903227,8.2,Pakistanti,22/11/1964,secondary,2
776,Clifford,Harding,1,WC1 N9P,+447700 900 271,ZZ 749318 T,38942062,A+,"(45, 50]",Camden,69.5,0.081515649,0.655067663,0.488285347,14,497.6,1.86,167629,moderate,0.228032898,United Kingdom,0.618249041,9.6,Irish,13/11/1979,bachelor,2
777,Ruth,Smith,1,S2 9HZ,(07700) 900191,ZZ240296T,53518303,O+,"(45, 50]",Sheffield,66,0.951730579,0.481964797,0.970118182,27,275.3,1.56,185395,moderate,0.001690802,United Kingdom,0.029985032,8.3,Caribbean,18/12/1961,bachelor,4
778,Hilary,Chapman,1,B3 VBI,(07700)900978,ZZ 965995 T,73149008,A+,"(45, 50]",Birmingham,35.1,0.392631947,0.746607166,0.535425743,37,183.8,1.98,529491,moderate,0.431882436,United Kingdom,0.803978534,4,Other Mixed Background,29/10/1964,masters,4
779,Charlie,French,1,W1 89H,+447700 900494,ZZ 45 85 50 T,122999141,A+,"(45, 50]",City of Westminster,35.2,0.154856491,0.24311589,0.965853961,28,330.4,1.88,398273,good,0.336369721,United Kingdom,0.077703565,0.8,Other Black Background,03/05/1971,secondary,4
780,Justin,Faulkner,1,M3 YS2,(07700) 900489,ZZ 18 32 54 T,89740776,O+,"(45, 50]",Manchester,98.8,0.608615025,0.621769509,0.631143524,25,25.7,1.46,555138,moderate,0.97699292,United Kingdom,0.981810698,4.9,Other Black Background,22/04/1981,secondary,2
781,Joanne,Khan,1,SW1 5CR,(07700)900293,ZZ 736932 T,15124010,O+,"(40, 45]",City of Westminster,84.2,0.934859548,0.848202577,0.646413158,14,90.8,1.48,313619,good,0.145698989,United Kingdom,0.365248992,5.4,British,04/10/1957,secondary,3
782,Brian,Hicks,0,N8 S17,+447700 900304,ZZ 65 63 43 T,103466211,A-,"(45, 50]",Haringey,43.3,0.917747105,0.778578628,0.366002877,22,19.7,1.73,416488,good,0.766365642,United Kingdom,0.162347402,0.5,African,20/10/1988,secondary,4
783,Paula,Dunn,0,AB10 5DF,(07700)900852,ZZ488736T,42361150,O+,"(50, 55]",Aberdeen,49.9,0.398013946,0.107097596,0.279429255,14,188.6,1.46,250903,poor,0.061105653,United Kingdom,0.653378331,2.2,Other Black Background,21/02/1998,primary,5
784,Anne,Martin,1,W1 8Q3,07700 900812,ZZ 738887 T,62309066,O+,"(50, 55]",City of Westminster,78,0.774767746,0.428323731,0.630845332,37,233.7,1.92,545887,poor,0.859406996,United Kingdom,0.427016571,1.6,Other Asian Background,29/09/1962,phD,1
785,Jordan,O'Neill,1,B3 S7G,7700900741,ZZ 10 04 47 T,47893568,A+,"(45, 50]",Birmingham,67.4,0.144214356,0.758993821,0.278362175,31,212.3,1.94,452324,moderate,0.515631109,United Kingdom,0.317308375,6.7,African,23/02/1974,bachelor,1
786,Mark,Phillips,1,E2 B2J,07700 900458,ZZ030105T,72401145,A+,"(45, 50]",Hackney,73.9,0.933101239,0.226610839,0.704883765,11,485,1.93,429901,poor,0.347008363,United Kingdom,0.141128258,7.1,White and Black Caribbean,11/02/1993,secondary,2
787,Allan,Barnes,1,OX1 1E2,(07700) 900686,ZZ 83 52 38 T,89940893,AB-,"(45, 50]",Oxford,49.9,0.325210579,0.148445329,0.805149488,7,138.1,1.74,758559,good,0.738618687,United Kingdom,0.909825861,2.7,White and Black Caribbean,12/12/1983,bachelor,4
788,Eleanor,Day,0,SO16 X4B,+44(0)7700900132,ZZ 849987 T,77923709,A+,"(45, 50]",Southampton,82.7,0.589633047,0.178996892,0.347495865,33,53.4,1.62,529918,good,0.110792788,United Kingdom,0.74727071,1.3,Other Mixed Background,25/01/1961,secondary,4
789,Scott,James,1,OX2 0MY,07700 900098,ZZ 48 32 07 T,23695764,A-,"(50, 55]",Oxford,37.1,0.426553851,0.381680394,0.852692736,21,32.6,1.5,446876,poor,0.494130689,United Kingdom,0.088381847,6.9,Indian,06/09/1997,bachelor,5
790,Tracy,Humphries,0,SW4 J1L,4.48E+11,ZZ 39 39 22 T,32836860,O+,"(45, 50]",Kensington and Chelsea,67.8,0.111119608,0.031199319,0.481896439,29,306.2,1.58,823277,poor,0.969344162,United Kingdom,0.420937492,3.1,Other Asian Background,24/11/1956,secondary,5
791,Angela,Jones,1,DD2 7C0,07700 900 427,ZZ210900T,113640742,O-,"(45, 50]",Dundee,61.9,0.393279966,0.147459953,0.465283204,32,194.8,1.61,751781,good,0.04520201,United Kingdom,0.586532019,5.3,Indian,15/03/1977,other,4
792,Judith,Hewitt,0,L3 CK5,07700 900926,ZZ880117T,86243467,O+,"(50, 55]",Liverpool,78.2,0.591034064,0.828741665,0.021164102,22,342.1,1.95,439097,poor,0.754763074,United Kingdom,0.000513361,8.3,Other Asian Background,01/01/1988,other,1
793,Alice,Whittaker,0,W8 V3X,4.48E+11,ZZ 214844 T,71779658,O+,"(50, 55]",Greenwich,38.2,0.953765351,0.976515949,0.963821088,47,431.6,1.41,615829,good,0.340917507,United Kingdom,0.785951541,6.6,White and Black Caribbean,17/06/1961,primary,3
794,Maria,Phillips,0,SE11 O4I,+44(0)7700 900075,ZZ 09 36 04 T,44674324,A+,"(50, 55]",Lewisham,76.8,0.648660216,0.567347882,0.328327007,50,146.1,1.68,387403,poor,0.764133596,United Kingdom,0.061658242,2.1,British,25/10/1987,secondary,3
795,Clifford,Warren,1,SW1 R9U,07700 900985,ZZ259035T,112781301,A+,"(50, 55]",City of Westminster,65,0.800695273,0.548397931,0.007371239,12,372.3,1.42,836151,moderate,0.830939983,United Kingdom,0.688182171,9.3,Caribbean,28/08/1996,secondary,1
796,Toby,Parkinson,1,SE5 PCR,+44(0)7700 900077,ZZ399083T,105324885,A+,"(40, 45]",Southwark,55.3,0.01350353,0.586325541,0.01669312,46,310.3,1.53,100927,moderate,0.170247042,United Kingdom,0.839388486,8.1,Indian,18/12/1964,bachelor,4
797,Clive,Matthews,1,NG3 MHI,(07700)900926,ZZ 71 53 47 T,36388877,A-,"(45, 50]",Nottingham,97.5,0.410850284,0.016356501,0.24028436,13,132.2,1.54,342177,moderate,0.592199397,United Kingdom,0.497934316,9.2,Caribbean,25/05/2001,other,2
798,Declan,Griffiths,1,B1 P3G,+44(0)7700 900 520,ZZ767626T,46341273,B+,"(50, 55]",Birmingham,87.8,0.267214649,0.40852594,0.45021339,6,35.8,1.46,842002,poor,0.369672322,United Kingdom,0.760315897,1.6,Other White Background,21/04/1962,bachelor,2
799,Judith,Warren,0,N22 C0H,+44(0)7700 900 358,ZZ610472T,104329962,A+,"(40, 45]",Haringey,96,0.435746393,0.841081506,0.658549675,50,325.2,1.95,548442,good,0.37329666,United Kingdom,0.840468079,5,Irish,04/02/1963,other,5
800,Bruce,Curtis,1,EC1 NSQ,+44(0)7700900720,ZZ 58 57 13 T,114943781,B+,"(45, 50]",Islington,87.2,0.26426658,0.508667407,0.626277633,26,452.9,1.45,451245,moderate,0.87012472,United Kingdom,0.865278753,6.6,African,30/08/1993,secondary,5
801,Jodie,Bevan,0,KA1 RYC,+447700 900365,ZZ 13 29 60 T,117545717,O-,"(50, 55]",Kilmarnock,69.2,0.412679345,0.666012572,0.593570639,42,22.8,1.55,372812,good,0.375461577,United Kingdom,0.518684232,2.9,Other White Background,13/10/1980,bachelor,3
802,Leonard,Dobson,0,LL57 OW0,+44(0)7700 900577,ZZ 19 51 49 T,43561182,O+,"(45, 50]",Bangor,73.1,0.675560094,0.216024526,0.400351979,34,18.3,1.69,899178,good,0.212950994,United Kingdom,0.69335011,3.5,Pakistanti,07/09/1985,phD,3
803,Raymond,Ashton,1,CF11 HLO,+447700 900 951,ZZ 76 91 44 T,95809973,B-,"(45, 50]",Cardiff,60.9,0.938488533,0.570108652,0.687880281,20,446.2,1.69,502980,poor,0.396775439,United Kingdom,0.202063228,5.2,Pakistanti,28/03/1983,bachelor,1
804,Marc,Smith,1,WC1 SGF,(07700) 900950,ZZ460605T,96929027,AB+,"(50, 55]",Camden,73.6,0.813897096,0.398640709,0.023634696,8,199.1,1.71,301060,moderate,0.175374648,United Kingdom,0.611303417,5.9,White and Black Caribbean,03/08/1979,bachelor,1
805,Leon,Miah,1,N1 N2L,(07700) 900 612,ZZ 766638 T,21654765,A-,"(50, 55]",Hackney,89,0.014706253,0.880094075,0.399796795,49,37.8,1.52,403845,moderate,0.351221448,United Kingdom,0.409530166,5.8,Bangladeshi,26/11/1962,secondary,3
806,Helen,Payne,0,SO14 X6V,+447700 900 905,ZZ408115T,61702842,O+,"(50, 55]",Southampton,94.5,0.859054076,0.05543729,0.471549606,22,348.6,1.62,814003,poor,0.469987316,United Kingdom,0.702399071,1.5,White and Black African,16/06/1977,secondary,3
807,Amber,Sanders,1,SE3 U8Q,+44(0)7700 900173,ZZ 48 92 67 T,27386406,O+,"(50, 55]",Lambeth,43,0.392965586,0.67405558,0.558185966,23,467.7,1.52,158714,good,0.968879697,United Kingdom,0.032962858,1.3,Irish,07/02/1957,other,2
808,Samuel,Edwards,0,SW1 SJH,07700 900 695,ZZ 090005 T,10667666,AB+,"(45, 50]",Richmond upon Thames,89.6,0.406335078,0.302763054,0.124696563,15,329.7,1.87,638779,moderate,0.931732425,United Kingdom,0.631210686,4.8,Irish,28/06/1963,secondary,4
809,Kim,Edwards,1,L2 VDX,+44(0)7700 900327,ZZ 88 00 74 T,21817227,O+,"(45, 50]",Liverpool,99.6,0.505585627,0.359723205,0.671235005,5,153,1.69,677868,moderate,0.851289822,United Kingdom,0.865566124,9.4,African,25/05/1981,primary,1
810,Iain,Jones,1,WC1 ELI,7700900831,ZZ209285T,83070552,O+,"(45, 50]",Camden,58.9,0.736462734,0.18022975,0.610397714,3,493.1,1.95,262938,good,0.698993979,United Kingdom,0.496269084,3.2,Other Asian Background,27/04/1992,bachelor,1
811,Damien,Lewis,1,SO14 GXN,(07700) 900 980,ZZ 099525 T,82994710,O+,"(50, 55]",Southampton,54.2,0.435934696,0.059300521,0.636888296,23,182.9,1.96,347665,good,0.406767125,United Kingdom,0.639182431,5.8,Indian,08/03/1956,other,5
812,Oliver,Holmes,0,NE1 JBK,07700 900 536,ZZ 09 94 67 T,88029663,B-,"(50, 55]",Newcastle upon Tyne,76.8,0.909708816,0.719701372,0.744233962,7,194.2,1.58,471839,moderate,0.550597055,United Kingdom,0.907797509,5.9,Other White Background,20/07/1974,secondary,5
813,Kyle,Stone,1,IV3 XFQ,7700900762,ZZ431097T,83392939,A+,"(45, 50]",Inverness,62.5,0.759900009,0.5797727,0.381411882,45,321.2,1.95,435943,good,0.973931841,United Kingdom,0.391901909,4.9,Bangladeshi,11/08/1990,bachelor,5
814,Daniel,Barrett,0,SW2 4IZ,07700 900 255,ZZ 00 91 44 T,79752512,O+,"(50, 55]",Lambeth,78,0.644387612,0.488704824,0.044411431,36,204.1,1.61,480589,poor,0.956677586,United Kingdom,0.192476402,3.5,Indian,10/09/2002,masters,2
815,Carly,Perry,0,SW11 0KO,+44(0)7700 900 296,ZZ696837T,20978057,O+,"(50, 55]",Southwark,88,0.844668036,0.947344755,0.428273469,35,196.2,1.98,421516,moderate,0.30302575,United Kingdom,0.761329985,3.2,African,03/06/1990,bachelor,5
816,Victor,Young,0,N1 A5V,(07700) 900 245,ZZ 346244 T,54309870,A-,"(45, 50]",Islington,76.1,0.797983329,0.9298244,0.2549929,6,156.6,1.76,613924,good,0.618896629,United Kingdom,0.993792157,1.7,Chinese,30/11/1961,other,4
817,Zoe,Alexander,0,OX2 XTF,+447700 900 403,ZZ 29 31 48 T,92927175,A+,"(45, 50]",Oxford,63.3,0.296460087,0.233284897,0.815178616,18,405.9,1.91,158033,good,0.686257033,United Kingdom,0.351382422,1.3,White and Black African,16/10/1996,secondary,1
818,Christian,Gilbert,1,S3 65D,+447700 900 116,ZZ192442T,11631361,A+,"(45, 50]",Sheffield,85.7,0.392931763,0.215510681,0.799726979,33,198.4,1.93,145476,poor,0.845528997,United Kingdom,0.224840027,1.2,Bangladeshi,16/09/1983,primary,4
819,Leonard,Marshall,1,SE14 HMD,07700 900508,ZZ 599246 T,126109351,A+,"(50, 55]",Wandsworth,60.3,0.307264415,0.465541267,0.95465086,38,414,1.86,262620,moderate,0.433779821,United Kingdom,0.690891575,0,Other Ethnic Group,29/08/1982,secondary,4
820,Vanessa,Harrison,1,NW1 2SK,+44(0)7700 900869,ZZ 02 50 40 T,31639686,A+,"(50, 55]",Camden,87.6,0.617648937,0.23562918,0.228747444,20,47.9,1.86,238018,moderate,0.394580118,United Kingdom,0.42600857,7.6,Other Asian Background,04/07/1981,phD,1
821,Jordan,Vincent,0,OX3 QPB,+44(0)7700900097,ZZ 00 53 03 T,77010421,O-,"(50, 55]",Oxford,57.5,0.044726325,0.013605614,0.224811755,9,496.8,1.83,882864,moderate,0.668574077,United Kingdom,0.940015537,8.5,White and Black African,17/07/1959,masters,1
822,Brandon,Clayton,0,SW14 XDQ,(07700)900181,ZZ 858415 T,17841414,B-,"(55, 60]",Richmond upon Thames,71.6,0.976529702,0.380730694,0.219777443,38,28.8,1.6,812607,good,0.331023392,United Kingdom,0.675900235,1.7,Caribbean,25/01/1978,masters,5
823,Hugh,Taylor,0,FK9 7BX,07700 900 795,ZZ 34 21 32 T,24775023,A-,"(40, 45]",Stirling,45.9,0.520847681,0.716311067,0.822441771,32,452.6,1.84,637420,good,0.125678127,United Kingdom,0.9701941,1.1,Bangladeshi,18/03/1990,other,4
824,Ben,Holland,0,CB3 ID8,+44(0)7700 900771,ZZ 03 66 80 T,69889864,O-,"(45, 50]",Cambridge,41.3,0.156378802,0.45046222,0.707653854,22,239.7,1.88,838898,poor,0.50540647,United Kingdom,0.644638615,0.1,White and Asian,01/02/1981,secondary,3
825,Judith,Robson,0,BN1 ULW,4.48E+11,ZZ 663295 T,54978117,O+,"(50, 55]",Brighton,36.1,0.54733743,0.58486,0.15343721,36,200.3,1.99,686659,poor,0.855863359,United Kingdom,0.434905876,7.7,Other Black Background,08/05/2001,bachelor,4
826,Amy,Watson,0,DG3 QWU,(07700)900248,ZZ534380T,116446419,O+,"(40, 45]",Dumfries,75.5,0.683547259,0.001447084,0.351705667,28,277.9,1.97,734351,good,0.852892649,United Kingdom,0.504453596,2.3,Other Black Background,12/08/1995,secondary,2
827,Anthony,Phillips,0,L3 P4Q,+447700 900 339,ZZ 196961 T,68160225,B+,"(50, 55]",Liverpool,94.3,0.509258376,0.981234016,0.028995056,2,227.7,1.82,680305,poor,0.753736749,United Kingdom,0.382254088,6.1,Caribbean,30/05/2002,masters,4
828,Keith,Carroll,1,B2 XRM,7700900979,ZZ691064T,103609366,A+,"(45, 50]",Birmingham,98.7,0.605673671,0.187180522,0.493096781,49,170.8,1.7,649379,good,0.94355604,United Kingdom,0.16652357,1.1,Pakistanti,21/12/1995,bachelor,3
829,Victoria,Edwards,1,SO16 3VN,07700 900057,ZZ814380T,120213722,O+,"(50, 55]",Southampton,53,0.382729069,0.852213626,0.6348212,39,109.5,1.86,217747,good,0.88740104,United Kingdom,0.563371519,8.9,White and Black African,31/05/1971,bachelor,2
830,James,Hutchinson,0,M3 30D,07700 900044,ZZ 559970 T,99764904,A+,"(45, 50]",Manchester,82,0.683204135,0.414921477,0.584508997,47,65.6,1.61,879696,moderate,0.265714059,United Kingdom,0.130260895,5.1,Chinese,27/02/1971,secondary,3
831,Gregory,Gough,1,NW11 WLK,07700 900 900,ZZ937919T,24962438,O+,"(55, 60]",Hammersmith and Fulham,87.5,0.212212282,0.599166737,0.257374164,21,492.8,1.55,593523,good,0.252067439,United Kingdom,0.438217841,1.9,Bangladeshi,10/12/1973,secondary,2
832,Mohammad,Hewitt,0,E3 GN1,+447700 900 660,ZZ296324T,17575832,O+,"(50, 55]",Tower Hamlets,46,0.118727516,0.285615743,0.985288183,28,11.4,1.83,491606,moderate,0.576864878,United Kingdom,0.623661951,7,African,09/09/1959,bachelor,1
833,Lindsey,Hamilton,1,W1 G46,07700 900811,ZZ993260T,83174843,A+,"(45, 50]",City of Westminster,95.3,0.729715944,0.231415888,0.200323437,31,336.3,1.7,608648,moderate,0.030324873,United Kingdom,0.166661559,1.5,Other White Background,03/09/1994,secondary,3
834,Hollie,Carter,1,AB12 ATJ,4.48E+11,ZZ514029T,119542161,O+,"(45, 50]",Aberdeen,88.6,0.326727148,0.195562588,0.003636017,25,26.3,1.99,493189,good,0.182586801,United Kingdom,0.718509481,7.3,Pakistanti,19/04/1982,other,4
835,Tracey,Wheeler,1,EH1 4Y8,4.48E+11,ZZ 404472 T,20137209,A-,"(45, 50]",Edinburgh,72.1,0.323398948,0.153113359,0.464825544,2,91.6,1.68,478756,poor,0.830238655,United Kingdom,0.25715808,4.3,Chinese,07/03/2000,bachelor,1
836,Paul,Wilkins,0,CB1 XNE,07700 900944,ZZ 132630 T,84285210,A+,"(50, 55]",Cambridge,81.5,0.282820809,0.623891767,0.569243056,22,257.8,1.97,458084,moderate,0.874325707,United Kingdom,0.296989229,1,Irish,14/12/1956,other,5
837,Victoria,Matthews,1,NW3 R24,+447700 900 434,ZZ 72 88 26 T,70804553,B+,"(50, 55]",Camden,95.3,0.290881184,0.268301125,0.304333729,26,402.8,1.51,333671,poor,0.08745917,United Kingdom,0.437302102,6.3,White and Black African,16/02/1983,secondary,5
838,Brandon,Barker,1,PH3 RA7,07700 900199,ZZ 54 97 99 T,39563262,O+,"(55, 60]",Perth,48.3,0.823451788,0.557499606,0.556343961,27,206.1,1.73,746584,good,0.850653605,United Kingdom,0.061343404,0.5,Pakistanti,25/11/1996,masters,1
839,Dennis,Jackson,0,IV2 ACU,07700 900 202,ZZ039654T,104878361,A+,"(55, 60]",Inverness,85.3,0.951881383,0.877524046,0.193341206,37,99.3,1.8,595396,moderate,0.148536875,United Kingdom,0.94164221,5.3,White and Black African,25/09/1989,other,5
840,Brett,Harvey,0,OX3 YEV,7700900025,ZZ 453193 T,66146856,B+,"(45, 50]",Oxford,40.1,0.735294765,0.411251257,0.729626204,32,82.7,1.62,616377,moderate,0.128814135,United Kingdom,0.736591604,0.7,Pakistanti,21/08/1998,secondary,1
841,Nicola,Hewitt,1,SW3 L5B,(07700) 900776,ZZ 264973 T,17992978,O+,"(50, 55]",Kensington and Chelsea,48.1,0.969220484,0.443017716,0.824907317,9,454.2,1.83,788109,good,0.039707327,United Kingdom,0.883538482,4.9,Caribbean,18/10/1959,bachelor,1
842,Craig,Phillips,1,SE14 DY9,+44(0)7700 900 485,ZZ 842482 T,125592710,A+,"(55, 60]",Wandsworth,40.2,0.854551432,0.797436907,0.189146961,25,413,1.48,828747,poor,0.591329504,United Kingdom,0.348623621,2.2,Other White Background,25/04/1995,secondary,3
843,Josh,Barry,1,E3 3GF,(07700) 900142,ZZ 786909 T,47323465,O+,"(50, 55]",Tower Hamlets,84.4,0.013232563,0.069329957,0.067536882,38,259.2,1.44,703275,moderate,0.706767562,United Kingdom,0.637129437,5.4,Other Ethnic Group,06/07/1958,secondary,3
844,Michael,Williams,1,SE6 PW9,07700 900 947,ZZ530358T,80112442,A-,"(50, 55]",Lewisham,38.6,0.353353967,0.655735124,0.296341463,25,371.1,1.61,772870,moderate,0.198013458,United Kingdom,0.413838792,2.2,Indian,10/09/1989,secondary,5
845,Tracy,Ferguson,1,DG1 NBV,+447700 900826,ZZ 31 37 30 T,75459479,O+,"(55, 60]",Dumfries,42.7,0.750129637,0.953641588,0.271158447,26,285.8,1.4,488198,good,0.964670729,United Kingdom,0.370565516,1.5,White and Black African,18/09/1998,primary,2
846,Amanda,Robinson,0,DG1 VYZ,+447700 900398,ZZ 50 67 80 T,98512377,O-,"(45, 50]",Dumfries,65.4,0.835434041,0.464858293,0.545599606,32,456.8,1.69,861341,poor,0.595888161,United Kingdom,0.789480028,6.8,Pakistanti,27/05/1983,bachelor,1
847,Jane,Miller,0,LS1 PFU,+447700 900 829,ZZ 942330 T,96445381,O+,"(55, 60]",Leeds,98.9,0.931789779,0.917294545,0.485517649,3,363.8,1.7,770916,good,0.570680721,United Kingdom,0.172839383,3.6,Chinese,14/04/1970,other,3
848,Marion,Young,1,EX1 R4A,+44(0)7700900695,ZZ836106T,77299624,O+,"(50, 55]",Exeter,48.4,0.086901293,0.527004617,0.036623238,23,388.7,1.65,350457,good,0.134019306,United Kingdom,0.440294163,7.5,Other Mixed Background,06/08/1973,phD,4
849,Lauren,Preston,0,N1 0EZ,07700 900791,ZZ 897885 T,111540404,O+,"(50, 55]",Hackney,41.1,0.963242031,0.730447746,0.432838016,8,401.4,1.47,470874,moderate,0.9973394,United Kingdom,0.798706659,4.4,Irish,16/11/1980,primary,3
850,Rachel,Johnson,1,BT27 W2T,4.48E+11,ZZ 64 63 52 T,31952062,A+,"(50, 55]",Lisburn,89.2,0.112735765,0.513038327,0.255901615,22,33.5,1.71,812308,poor,0.803118178,United Kingdom,0.252761414,4.2,Pakistanti,02/04/1999,secondary,5
851,Sean,Hill,1,SO15 VMF,07700 900001,ZZ932853T,12335446,O+,"(50, 55]",Southampton,38.8,0.844921,0.103611438,0.796130783,12,446.2,1.77,269952,moderate,0.567740208,United Kingdom,0.7512079,4.3,Other Ethnic Group,03/07/1976,secondary,2
852,Bernard,Barrett,0,AB12 J1Q,(07700) 900020,ZZ 420771 T,77107635,O+,"(55, 60]",Aberdeen,53.6,0.04523774,0.837233845,0.703636274,23,374.6,1.45,360028,moderate,0.559155997,United Kingdom,0.01584742,5.7,British,04/08/1979,other,5
853,Terry,Watts,0,BT34 610,+44(0)7700900067,ZZ 697956 T,29945023,A+,"(50, 55]",Newry,65.9,0.993664718,0.032872061,0.341369254,46,44.6,1.92,694790,good,0.466706479,United Kingdom,0.771083228,3.8,Other White Background,12/11/1956,secondary,1
854,Leah,Roberts,1,CB3 EJL,(07700) 900244,ZZ 33 01 50 T,74474303,A+,"(45, 50]",Cambridge,62.7,0.199053442,0.212448992,0.966949516,27,358,1.86,132223,poor,0.874404883,United Kingdom,0.309176352,1.7,Bangladeshi,16/10/1958,bachelor,3
855,Glenn,Watts,0,PH1 NLE,4.48E+11,ZZ442438T,126330829,B-,"(45, 50]",Perth,99.2,0.860186718,0.538259633,0.569985383,6,342.1,1.8,511483,good,0.632379402,United Kingdom,0.084367674,7.6,White and Black Caribbean,25/05/1995,secondary,2
856,Nicholas,Read,1,IV1 YZ1,+44(0)7700 900 961,ZZ345972T,103801892,O+,"(45, 50]",Inverness,64.9,0.983934818,0.304645618,0.869519905,32,68.3,1.63,262443,good,0.197118957,United Kingdom,0.699009853,2,White and Black Caribbean,29/12/1974,primary,1
857,Jodie,Newton,0,PO1 HBC,+447700 900240,ZZ 41 69 48 T,19066857,O+,"(50, 55]",Portsmouth,41.4,0.593913811,0.184651547,0.3761885,16,307.8,1.86,414460,good,0.720791697,United Kingdom,0.855541786,1.2,Other Asian Background,11/02/1974,bachelor,1
